FID,Project,StationName,TripCode,SampleDate_Local,SampleDate_UTC,Latitude,Longitude,SecchiDepth_m,trip_code,geom,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umoL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId
combined_bgc_data.fid-56e85a65_181a2fe105e_-201e,NRS,Rottnest Island,ROT20091026,2009-10-26,2009-10-26,-32,115.4167,15,ROT20091026,POINT (115.41667 -32),0,ROT20091026_0,35.64,1,2050.45,1,2337.64,1,,9,0.06,1,0,1,,9,0.11,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-201d,NRS,Rottnest Island,ROT20091026,2009-10-26,2009-10-26,-32,115.4167,15,ROT20091026,POINT (115.41667 -32),10,ROT20091026_10,35.631,1,,9,,9,,9,0.06,1,0,1,,9,0.11,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-201c,NRS,Rottnest Island,ROT20091026,2009-10-26,2009-10-26,-32,115.4167,15,ROT20091026,POINT (115.41667 -32),20,ROT20091026_20,35.611,1,2051.14,1,2335.26,1,,9,0.06,1,0,1,,9,0.11,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-201b,NRS,Rottnest Island,ROT20091026,2009-10-26,2009-10-26,-32,115.4167,15,ROT20091026,POINT (115.41667 -32),30,ROT20091026_30,35.605,1,,9,,9,,9,0.07,1,0,1,,9,0.11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-201a,NRS,Rottnest Island,ROT20091026,2009-10-26,2009-10-26,-32,115.4167,15,ROT20091026,POINT (115.41667 -32),40,ROT20091026_40,35.6,1,2052.35,1,,9,,9,0.06,1,0,1,,9,0.11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2019,NRS,Rottnest Island,ROT20091026,2009-10-26,2009-10-26,-32,115.4167,15,ROT20091026,POINT (115.41667 -32),48,ROT20091026_48,35.602,1,2054.37,1,2333.83,1,,9,0.07,1,0.1,1,,9,0.11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2018,NRS,Rottnest Island,ROT20091026,2009-10-26,2009-10-26,-32,115.4167,15,ROT20091026,POINT (115.41667 -32),WC,ROT20091026_WC,,,,,,,,,,,,,,,,,,,0.4,0.2,0.6,1,22375.5,1,9397.5,1,15860.5,1,0.01,0.013,0,0,,,0.024,0,0.317,0.077,0,0.035,0.024,,0,0,0.012,0,0,0.317,0,0.077,0,0,0.036,0,0.067,0,0,0,0,0.01,0,0,0,0,0.022,0,0,0.008,0.013,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2017,NRS,Rottnest Island,ROT20091222,2009-12-22,2009-12-22,-32,115.4167,16.3,ROT20091222,POINT (115.41667 -32),0,ROT20091222_0,35.748,1,2043.8,1,2346.55,1,,9,0.04,1,0,1,,9,0.09,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2016,NRS,Rottnest Island,ROT20091222,2009-12-22,2009-12-22,-32,115.4167,16.3,ROT20091222,POINT (115.41667 -32),10,ROT20091222_10,35.743,1,,9,,9,,9,0.04,1,0,1,,9,0.08,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2015,NRS,Rottnest Island,ROT20091222,2009-12-22,2009-12-22,-32,115.4167,16.3,ROT20091222,POINT (115.41667 -32),20,ROT20091222_20,35.737,1,2042.53,1,2353.27,1,,9,0.04,1,0,1,,9,0.09,1,1.4,1,,,,,,,,,,,0.005,0.011,0,0,,,0.013,0,0.157,0.016,0,0.02,0.013,,0,0,0.017,0,0,0.157,0,0.016,0,0,0.031,0,0.04,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0.003,0.025,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2014,NRS,Rottnest Island,ROT20091222,2009-12-22,2009-12-22,-32,115.4167,16.3,ROT20091222,POINT (115.41667 -32),30,ROT20091222_30,35.728,1,,9,,9,,9,0.06,1,0,1,,9,0.11,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2013,NRS,Rottnest Island,ROT20091222,2009-12-22,2009-12-22,-32,115.4167,16.3,ROT20091222,POINT (115.41667 -32),40,ROT20091222_40,35.739,1,2050.77,1,2343.43,1,,9,0.08,1,0.2,1,,9,0.11,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2012,NRS,Rottnest Island,ROT20091222,2009-12-22,2009-12-22,-32,115.4167,16.3,ROT20091222,POINT (115.41667 -32),47,ROT20091222_47,35.737,1,2049.07,1,2342.88,1,,9,0.07,1,0.2,1,,9,0.11,1,1.4,1,,,,,,,,,,,0.005,0.01,0,0,,,0.015,0,0.203,0.021,0.01,0.017,0.019,,0,0,0.012,0,0,0.203,0,0.021,0,0,0.064,0,0.041,0,0,0,0,0.002,0.005,0,0,0,0.006,0,0,0.002,0.014,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2011,NRS,Rottnest Island,ROT20091222,2009-12-22,2009-12-22,-32,115.4167,16.3,ROT20091222,POINT (115.41667 -32),WC,ROT20091222_WC,,,,,,,,,,,,,,,,,,,,,,,13477.7,1,16567.3,1,3913.3,1,0.008,0.011,0,0,,,0.014,0,0.209,0.019,0,0.026,0.019,,0,0,0.019,0,0,0.209,0,0.019,0,0,0.05,0,0.045,0,0,0,0,0.003,0.006,0,0,0,0.005,0,0,0.004,0.022,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2010,NRS,Rottnest Island,ROT20100315,2010-03-15,2010-03-15,-32,115.4167,18.2,ROT20100315,POINT (115.41667 -32),0,ROT20100315_0,35.783,1,2043.56,1,2345.91,1,,9,0.02,1,0,1,,9,0.1,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-200f,NRS,Rottnest Island,ROT20100315,2010-03-15,2010-03-15,-32,115.4167,18.2,ROT20100315,POINT (115.41667 -32),10,ROT20100315_10,35.781,1,,9,,9,,9,0.06,1,0,1,,9,0.11,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-200e,NRS,Rottnest Island,ROT20100315,2010-03-15,2010-03-15,-32,115.4167,18.2,ROT20100315,POINT (115.41667 -32),20,ROT20100315_20,35.86,1,2050.44,1,2348.65,1,,9,0.05,1,0.1,1,,9,0.13,1,1.1,1,,,,,,,,,,,0.006,0.019,0,0,,,0.018,0,0.353,0.055,0.043,0,0.02,,0,0,0.024,0,0,0.353,0,0.055,0,0,0.094,0,0.061,0,0,0,0,0.006,0,0,0,0,0.017,0,0,0.006,0.021,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-200d,NRS,Rottnest Island,ROT20100315,2010-03-15,2010-03-15,-32,115.4167,18.2,ROT20100315,POINT (115.41667 -32),30,ROT20100315_30,35.866,1,,9,,9,,9,0.06,1,0.1,1,,9,0.13,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-200c,NRS,Rottnest Island,ROT20100315,2010-03-15,2010-03-15,-32,115.4167,18.2,ROT20100315,POINT (115.41667 -32),40,ROT20100315_40,35.868,1,2051.42,1,2347.26,1,,9,0.06,1,0.1,1,,9,0.13,1,1.1,1,,,,,,,,,,,0.004,0.013,0,0,,,0.017,0,0.334,0.044,0,0.06,0.03,,0,0,0.022,0,0,0.334,0,0.044,0,0,0.117,0,0.057,0,0,0,0,0.006,0.006,0,0,0,0.014,0,0,0.004,0.019,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-200b,NRS,Rottnest Island,ROT20100315,2010-03-15,2010-03-15,-32,115.4167,18.2,ROT20100315,POINT (115.41667 -32),49,ROT20100315_49,35.872,1,2052.23,1,2347.21,1,,9,0.07,1,0.1,1,,9,0.14,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-200a,NRS,Rottnest Island,ROT20100315,2010-03-15,2010-03-15,-32,115.4167,18.2,ROT20100315,POINT (115.41667 -32),WC,ROT20100315_WC,,,,,,,,,,,,,,,,,,,0.4,0.4,0.8,1,20407,1,21898,1,7492,1,0.004,0.012,0,0,,,0.014,0,0.277,0.043,0.008,0.019,0.016,,0,0,0.018,0,0,0.277,0,0.043,0,0,0.072,0,0.048,0,0,0,0,0.006,0.007,0,0,0,0.01,0,0,0.004,0.023,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2009,NRS,Rottnest Island,ROT20100416,2010-04-16,2010-04-16,-32,115.4167,17.3,ROT20100416,POINT (115.41667 -32),0,ROT20100416_0,35.686,1,2037.55,1,2337.54,1,,9,0.14,1,0.1,1,,9,0.1,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2008,NRS,Rottnest Island,ROT20100416,2010-04-16,2010-04-16,-32,115.4167,17.3,ROT20100416,POINT (115.41667 -32),10,ROT20100416_10,35.691,1,,9,,9,,9,0.18,1,0,1,,9,0.1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2007,NRS,Rottnest Island,ROT20100416,2010-04-16,2010-04-16,-32,115.4167,17.3,ROT20100416,POINT (115.41667 -32),20,ROT20100416_20,35.716,1,2041.68,1,2339.95,1,,9,0.21,1,0.1,1,,9,0.11,1,2,1,,,,,,,,,,,0.004,0.002,0,0,,,0.019,0,0.158,0.021,0,0.038,0.023,,0,0,0.006,0,0,0.165,0.007,0.021,0,0,0.016,0,0.047,0,0,0,0,0.002,0,0,0,0,0.004,0,0,0,0.015,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2006,NRS,Rottnest Island,ROT20100416,2010-04-16,2010-04-16,-32,115.4167,17.3,ROT20100416,POINT (115.41667 -32),30,ROT20100416_30,35.778,1,,9,,9,,9,0.31,1,0.2,1,,9,0.17,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2005,NRS,Rottnest Island,ROT20100416,2010-04-16,2010-04-16,-32,115.4167,17.3,ROT20100416,POINT (115.41667 -32),40,ROT20100416_40,36.017,1,2038.21,1,2337.42,1,,9,0.44,1,0.4,1,,9,0.15,1,1.4,1,,,,,,,,,,,0.005,0.013,0,0.008,,,0.019,0,0.364,0.061,0,0.036,0.027,,0,0,0.012,0,0,0.364,0,0.061,0,0,0.092,0,0.051,0,0,0,0,0.006,0,0,0,0,0.016,0,0,0.002,0.011,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2004,NRS,Rottnest Island,ROT20100416,2010-04-16,2010-04-16,-32,115.4167,17.3,ROT20100416,POINT (115.41667 -32),49,ROT20100416_49,36.008,1,2069.09,2,2337.19,2,,9,0.29,1,0.4,1,,9,0.14,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2003,NRS,Rottnest Island,ROT20100416,2010-04-16,2010-04-16,-32,115.4167,17.3,ROT20100416,POINT (115.41667 -32),WC,ROT20100416_WC,,,,,,,,,,,,,,,,,,,0.3,0.9,1.1,1,26019.5,1,18947.5,1,6484,1,0.006,0.01,0,0.007,,,0.022,0,0.304,0.045,0,0.032,0.019,,0,0,0.009,0,0,0.311,0.007,0.045,0,0,0.044,0,0.06,0,0,0,0,0.005,0,0,0,0,0.01,0,0,0,0.019,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2002,NRS,Rottnest Island,ROT20100520,2010-05-20,2010-05-20,-32,115.4167,17,ROT20100520,POINT (115.41667 -32),0,ROT20100520_0,35.587,1,2044.95,1,2340.06,1,,9,0.11,1,0.4,1,,9,0.13,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2001,NRS,Rottnest Island,ROT20100520,2010-05-20,2010-05-20,-32,115.4167,17,ROT20100520,POINT (115.41667 -32),10,ROT20100520_10,35.588,1,,9,,9,,9,0.16,1,0.4,1,,9,0.17,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-2000,NRS,Rottnest Island,ROT20100520,2010-05-20,2010-05-20,-32,115.4167,17,ROT20100520,POINT (115.41667 -32),20,ROT20100520_20,35.597,1,2046.66,1,2339.04,1,,9,1.05,1,1.3,1,,9,0.35,1,2.4,1,,,,,,,,,,,0.026,0.022,0,0.011,,,0.039,0,0.514,0.101,0.073,0,0.049,,0,0,0.02,0,0,0.514,0,0.101,0,0,0.055,0,0.103,0,0,0,0,0.011,0.008,0,0,0,0.024,0,0,0.01,0.036,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fff,NRS,Rottnest Island,ROT20100520,2010-05-20,2010-05-20,-32,115.4167,17,ROT20100520,POINT (115.41667 -32),30,ROT20100520_30,35.711,1,,9,,9,,9,0.27,1,0.6,1,,9,0.22,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ffe,NRS,Rottnest Island,ROT20100520,2010-05-20,2010-05-20,-32,115.4167,17,ROT20100520,POINT (115.41667 -32),40,ROT20100520_40,35.852,1,2087.47,1,2349.41,1,,9,0.23,1,0.6,1,,9,0.18,1,1.6,1,,,,,,,,,,,0.007,0.014,0,0,,,0.019,0,0.306,0.074,0.04,0,0.033,,0,0,0.013,0,0,0.306,0,0.074,0,0,0.077,0,0.043,0,0,0,0,0.008,0,0,0,0,0.021,0,0,0.006,0.01,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ffd,NRS,Rottnest Island,ROT20100520,2010-05-20,2010-05-20,-32,115.4167,17,ROT20100520,POINT (115.41667 -32),48,ROT20100520_48,35.852,1,2087.58,1,2349.13,1,,9,0.23,1,0.6,1,,9,0.18,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ffc,NRS,Rottnest Island,ROT20100520,2010-05-20,2010-05-20,-32,115.4167,17,ROT20100520,POINT (115.41667 -32),WC,ROT20100520_WC,,,,,,,,,,,,,,,,,,,0.4,0.9,1.2,1,18538,1,19740.5,1,9986,1,0.02,0.019,0,0.004,,,0.033,0,0.444,0.072,0.048,0,0.022,,0,0,0.019,0,0,0.444,0,0.072,0,0,0.069,0,0.081,0,0,0,0,0.01,0.006,0,0,0,0.022,0,0,0.007,0.022,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ffb,NRS,Rottnest Island,ROT20100617,2010-06-17,2010-06-17,-32,115.4167,15.5,ROT20100617,POINT (115.41667 -32),0,ROT20100617_0,35.343,1,2019.16,1,2328.73,1,,9,0.14,1,0.5,1,,9,0.08,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ffa,NRS,Rottnest Island,ROT20100617,2010-06-17,2010-06-17,-32,115.4167,15.5,ROT20100617,POINT (115.41667 -32),10,ROT20100617_10,35.348,1,,9,,9,,9,0.17,1,0.5,1,,9,0.1,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff9,NRS,Rottnest Island,ROT20100617,2010-06-17,2010-06-17,-32,115.4167,15.5,ROT20100617,POINT (115.41667 -32),20,ROT20100617_20,35.354,1,2026.39,1,2326.23,1,,9,0.26,1,0.5,1,,9,0.11,1,2.3,1,,,,,,,,,,,0.016,0.023,0,0.013,,,0.035,0,0.4,0.084,0,0.036,0.034,,0,0,0.013,0,0,0.412,0.012,0.084,0,0,0.048,0,0.083,0,0,0,0,0.011,0,0,0,0,0.018,0,0,0.005,0.039,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff8,NRS,Rottnest Island,ROT20100617,2010-06-17,2010-06-17,-32,115.4167,15.5,ROT20100617,POINT (115.41667 -32),30,ROT20100617_30,35.41,1,,9,,9,,9,0.27,1,0.7,1,,9,0.13,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff7,NRS,Rottnest Island,ROT20100617,2010-06-17,2010-06-17,-32,115.4167,15.5,ROT20100617,POINT (115.41667 -32),40,ROT20100617_40,35.488,1,2056.54,1,2334.07,1,,9,0.31,1,0.8,1,,9,0.16,1,2.4,1,,,,,,,,,,,0.01,0.018,0,0.007,,,0.016,0,0.368,0.066,0,0.03,0.022,,0,0,0.012,0,0,0.376,0.008,0.066,0,0,0.117,0,0.041,0,0,0,0,0.009,0,0,0,0,0.017,0,0,0.004,0.023,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff6,NRS,Rottnest Island,ROT20100617,2010-06-17,2010-06-17,-32,115.4167,15.5,ROT20100617,POINT (115.41667 -32),48,ROT20100617_48,35.477,1,2056.17,1,2333.62,1,,9,0.32,1,0.9,1,,9,0.16,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff5,NRS,Rottnest Island,ROT20100617,2010-06-17,2010-06-17,-32,115.4167,15.5,ROT20100617,POINT (115.41667 -32),WC,ROT20100617_WC,,,,,,,,,,,,,,,,,,,0.3,0.7,1,1,23951,1,24171,1,3539,1,0.02,0.02,0,0.008,,,0.023,0,0.37,0.07,0,0.04,0.032,,0,0,0.016,0,0,0.38,0.01,0.07,0,0,0.078,0,0.061,0,0,0,0,0.009,0.007,0,0,0,0.016,0,0,0.005,0.035,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff4,NRS,Rottnest Island,ROT20100723,2010-07-23,2010-07-23,-32,115.4167,19.5,ROT20100723,POINT (115.41667 -32),0,ROT20100723_0,35.49,1,2028.42,1,2331.7,1,,9,0.12,1,0.1,1,,9,0.09,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff3,NRS,Rottnest Island,ROT20100723,2010-07-23,2010-07-23,-32,115.4167,19.5,ROT20100723,POINT (115.41667 -32),10,ROT20100723_10,35.49,1,,9,,9,,9,0.13,1,0.1,1,,9,0.09,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff2,NRS,Rottnest Island,ROT20100723,2010-07-23,2010-07-23,-32,115.4167,19.5,ROT20100723,POINT (115.41667 -32),20,ROT20100723_20,35.504,1,2027.43,1,2334.03,1,,9,0.2,1,0.2,1,,9,0.1,1,2.5,1,,,,,,,,,,,0.013,0.019,0,0,,,0.039,0,0.343,0.058,0.038,0,0.043,,0,0,0.016,0,0,0.343,0,0.058,0,0,0.048,0,0.07,0,0,0,0,0.006,0,0,0,0,0.011,0,0,0.004,0.025,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff1,NRS,Rottnest Island,ROT20100723,2010-07-23,2010-07-23,-32,115.4167,19.5,ROT20100723,POINT (115.41667 -32),30,ROT20100723_30,35.504,1,,9,,9,,9,0.21,1,0.3,1,,9,0.11,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1ff0,NRS,Rottnest Island,ROT20100723,2010-07-23,2010-07-23,-32,115.4167,19.5,ROT20100723,POINT (115.41667 -32),40,ROT20100723_40,35.504,1,2031.03,1,2333.83,1,,9,0.22,1,0.4,1,,9,0.11,1,2.5,1,,,,,,,,,,,0.009,0.014,0,0.004,,,0.041,0,0.287,0.044,0.044,0,0.041,,0,0,0.015,0,0,0.287,0,0.044,0,0,0.064,0,0.068,0,0,0,0,0.007,0,0,0,0,0.011,0,0,0.003,0.024,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fef,NRS,Rottnest Island,ROT20100723,2010-07-23,2010-07-23,-32,115.4167,19.5,ROT20100723,POINT (115.41667 -32),48,ROT20100723_48,35.505,1,2041.09,1,2332.11,1,,9,0.22,1,0.6,1,,9,0.13,1,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fee,NRS,Rottnest Island,ROT20100723,2010-07-23,2010-07-23,-32,115.4167,19.5,ROT20100723,POINT (115.41667 -32),WC,ROT20100723_WC,,,,,,,,,,,,,,,,,,,0.4,0.4,0.7,1,13304,1,17567,1,2147.5,1,0.008,0.003,0,0,,,0.027,0,0.143,0.022,0.035,0,0.029,,0,0,0.012,0,0,0.143,0,0.022,0,0,0.037,0,0.048,0,0,0,0,0.006,0,0,0,0,0.007,0,0,0.002,0.018,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fed,NRS,Rottnest Island,ROT20100820,2010-08-20,2010-08-20,-32,115.4167,20,ROT20100820,POINT (115.41667 -32),0,ROT20100820_0,35.541,1,2015.48,1,2324.92,1,,9,0.06,1,0,1,,9,0.09,1,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fec,NRS,Rottnest Island,ROT20100820,2010-08-20,2010-08-20,-32,115.4167,20,ROT20100820,POINT (115.41667 -32),10,ROT20100820_10,35.541,1,,9,,9,,9,0.06,1,0,1,,9,0.09,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1feb,NRS,Rottnest Island,ROT20100820,2010-08-20,2010-08-20,-32,115.4167,20,ROT20100820,POINT (115.41667 -32),20,ROT20100820_20,35.543,1,2032.1,1,2326.85,1,,9,0.02,1,0,1,,9,0.1,1,2.1,1,,,,,,,,,,,0.015,0.006,0,0,,,0.025,0,0.184,0.037,0.011,0,0.024,,0.132,0,0.02,0,0,0.184,0,0.037,0,0,0.045,0,0.067,0,0,0,0,0.011,0.015,0,0,0,0.021,0,0,0.008,0.015,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fea,NRS,Rottnest Island,ROT20100820,2010-08-20,2010-08-20,-32,115.4167,20,ROT20100820,POINT (115.41667 -32),30,ROT20100820_30,35.516,1,,9,,9,,9,0.04,1,0,1,,9,0.11,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe9,NRS,Rottnest Island,ROT20100820,2010-08-20,2010-08-20,-32,115.4167,20,ROT20100820,POINT (115.41667 -32),40,ROT20100820_40,35.438,1,2037.1,1,2328.04,1,,9,0.05,1,0.1,1,,9,0.11,1,2,1,,,,,,,,,,,0.014,0.019,0,0,,,0.024,0,0.353,0.078,0.05,0,0.028,,0,0,0.016,0,0,0.353,0,0.078,0,0,0.054,0,0.066,0,0,0,0,0.014,0.013,0,0,0,0.022,0,0,0.007,0.014,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe8,NRS,Rottnest Island,ROT20100820,2010-08-20,2010-08-20,-32,115.4167,20,ROT20100820,POINT (115.41667 -32),48,ROT20100820_48,35.419,1,2038.11,1,2330.33,1,,9,0.04,1,0.1,1,,9,0.11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe7,NRS,Rottnest Island,ROT20100820,2010-08-20,2010-08-20,-32,115.4167,20,ROT20100820,POINT (115.41667 -32),WC,ROT20100820_WC,,,,,,,,,,,,,,,,,,,0.4,0.9,1.3,1,9077.5,1,16595.5,1,6773,1,0.011,0.013,0,0.006,,,0.025,0,0.295,0.061,0.051,0,0.022,,0,0,0.018,0,0,0.295,0,0.061,0,0,0.048,0,0.062,0,0,0,0,0.01,0.014,0,0,0,0.018,0,0,0.008,0.025,1,
