FID,Project,StationName,TripCode,SampleDate_Local,SampleDate_UTC,Latitude,Longitude,SecchiDepth_m,trip_code,geom,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umoL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e7e,NRS,Rottnest Island,ROT20150724,2015-07-24,2015-07-24,-32,115.4167,24,ROT20150724,POINT (115.41667 -32),30,ROT20150724_30,35.41,1,,9,,9,,9,0.13,1,0.2,1,,0,0.05,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21937
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e7d,NRS,Rottnest Island,ROT20150724,2015-07-24,2015-07-24,-32,115.4167,24,ROT20150724,POINT (115.41667 -32),40,ROT20150724_40,35.407,1,,9,2325,1,,9,0.13,1,0.2,1,,0,0.05,1,,0,,,,,,,,,,,0.013,0.016,0.003,0.002,,,0.047,0,0.395,0.065,0,0.059,0.052,,0.032,0,0.016,0.003,0,0.406,0.011,0.065,0,0,0.063,0,0.075,0,0,0,0,0.007,0.01,0,0,0,0.017,0,0,0.005,0.02,0,http://hdl.handle.net/102.100.100/21938
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e7c,NRS,Rottnest Island,ROT20150724,2015-07-24,2015-07-24,-32,115.4167,24,ROT20150724,POINT (115.41667 -32),46,ROT20150724_46,35.405,1,2027.04,1,2322.4,1,,9,0.21,1,0.6,1,,0,0.08,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21939
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e7b,NRS,Rottnest Island,ROT20150724,2015-07-24,2015-07-24,-32,115.4167,24,ROT20150724,POINT (115.41667 -32),WC,ROT20150724_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.016,0.002,0.002,,,0.043,0,0.439,0.065,0,0.057,0.041,,0.012,0,0.019,0.002,0,0.45,0.011,0.065,0,0,0.071,0,0.07,0,0,0,0,0.008,0.01,0,0,0,0.018,0,0,0.006,0.023,0,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e7a,NRS,Rottnest Island,ROT20150827,2015-08-27,2015-08-27,-32,115.4167,19,ROT20150827,POINT (115.41667 -32),0,ROT20150827_0,35.475,1,2034.91,1,2328.92,1,,9,0.08,1,0,6,,0,0,6,,0,,,,,,,,,,,0.006,0.009,0.002,0,,,0.02,0,0.181,0.03,0,0.031,0.019,,0.055,0,0.014,0.003,0,0.191,0.01,0.03,0,0,0.052,0,0.032,0,0,0,0,0.005,0,0,0,0,0.01,0,0,0.003,0.034,0,http://hdl.handle.net/102.100.100/21946
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e79,NRS,Rottnest Island,ROT20150827,2015-08-27,2015-08-27,-32,115.4167,19,ROT20150827,POINT (115.41667 -32),10,ROT20150827_10,35.475,1,,9,,9,,9,0.06,1,0,6,,0,0,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21947
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e78,NRS,Rottnest Island,ROT20150827,2015-08-27,2015-08-27,-32,115.4167,19,ROT20150827,POINT (115.41667 -32),20,ROT20150827_20,35.484,1,2032.17,1,2328.84,1,,9,0.08,1,0,6,,0,0,6,,0,,,,,,,,,,,0.007,0.015,0,0,,,0.027,0,0.271,0.046,0,0.045,0.029,,0.076,0,0.016,0,0,0.286,0.015,0.046,0,0,0.058,0,0.059,0,0,0,0,0.006,0,0,0,0,0.015,0,0,0.006,0.048,0,http://hdl.handle.net/102.100.100/21948
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e77,NRS,Rottnest Island,ROT20150827,2015-08-27,2015-08-27,-32,115.4167,19,ROT20150827,POINT (115.41667 -32),30,ROT20150827_30,35.476,1,,9,,9,,9,0.08,1,0.1,1,,0,0,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21949
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e76,NRS,Rottnest Island,ROT20150827,2015-08-27,2015-08-27,-32,115.4167,19,ROT20150827,POINT (115.41667 -32),40,ROT20150827_40,35.473,1,2036.92,1,2323.7,1,,9,0.13,1,0.5,1,,0,0.07,1,,0,,,,,,,,,,,0.005,0.01,0.001,0,,,0.015,0,0.209,0.035,0,0.027,0.014,,0.021,0,0.009,0.002,0,0.219,0.01,0.035,0,0,0.047,0,0.027,0,0,0,0,0.005,0,0,0,0,0.015,0,0,0.004,0.027,0,http://hdl.handle.net/102.100.100/21950
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e75,NRS,Rottnest Island,ROT20150827,2015-08-27,2015-08-27,-32,115.4167,19,ROT20150827,POINT (115.41667 -32),47,ROT20150827_47,35.469,1,2042.7,1,2323.08,1,,9,0.13,1,0.1,1,,0,0.06,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21951
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e74,NRS,Rottnest Island,ROT20150827,2015-08-27,2015-08-27,-32,115.4167,19,ROT20150827,POINT (115.41667 -32),WC,ROT20150827_WC,,,,,,,,,,,,,,,,,,,,,,,2939.5,5,25263.5,1,5757.5,1,0.008,0.014,0.003,0,,,0.023,0,0.287,0.049,0,0.036,0.025,,0.03,0,0.02,0.005,0,0.301,0.014,0.049,0,0,0.055,0,0.049,0,0.002,0,0,0.006,0,0,0,0,0.015,0,0,0.004,0.041,0,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e73,NRS,Rottnest Island,ROT20150924,2015-09-24,2015-09-24,-32,115.4167,19,ROT20150924,POINT (115.41667 -32),0,ROT20150924_0,35.575,1,2045.9,1,2335.05,1,,9,0.1,1,0,6,,0,0,6,,0,,,,,,,,,,,0,0.006,0.001,0,,,0.01,0,0.079,0.013,0,0.012,0.006,,0.004,0,0.009,0.003,0,0.113,0.034,0.013,0,0,0.014,0,0.013,0,0,0,0,0.001,0.004,0,0,0,0.003,0,0,0.001,0.044,0,http://hdl.handle.net/102.100.100/21868
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e72,NRS,Rottnest Island,ROT20150924,2015-09-24,2015-09-24,-32,115.4167,19,ROT20150924,POINT (115.41667 -32),10,ROT20150924_10,35.564,1,,9,,9,,9,0.09,1,0,6,,0,0,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21869
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e71,NRS,Rottnest Island,ROT20150924,2015-09-24,2015-09-24,-32,115.4167,19,ROT20150924,POINT (115.41667 -32),20,ROT20150924_20,35.578,1,2043.85,1,2335.01,1,,9,0.13,1,0,6,,0,0,6,,0,,,,,,,,,,,0.002,0.009,0,0,,,0.012,0,0.103,0.013,0,0.018,0.01,,0.008,0,0.012,0.001,0,0.138,0.035,0.013,0,0,0.019,0,0.023,0,0,0,0,0.002,0.004,0,0,0,0.004,0,0,0.002,0.051,0,http://hdl.handle.net/102.100.100/21870
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e70,NRS,Rottnest Island,ROT20150924,2015-09-24,2015-09-24,-32,115.4167,19,ROT20150924,POINT (115.41667 -32),30,ROT20150924_30,35.549,1,,9,,9,,9,0.12,1,0,6,,0,0.05,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21871
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e6f,NRS,Rottnest Island,ROT20150924,2015-09-24,2015-09-24,-32,115.4167,19,ROT20150924,POINT (115.41667 -32),40,ROT20150924_40,35.545,1,2049.08,1,2331.47,1,,9,0.13,1,0.1,1,,0,0.06,1,,0,,,,,,,,,,,0.007,0.012,0,0.003,,,0.017,0,0.311,0.074,0,0.038,0.025,,0.015,0,0.011,0,0,0.32,0.009,0.074,0,0,0.043,0,0.059,0,0.003,0,0,0.01,0.005,0,0,0,0.021,0,0,0.008,0.019,0,http://hdl.handle.net/102.100.100/21872
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e6e,NRS,Rottnest Island,ROT20150924,2015-09-24,2015-09-24,-32,115.4167,19,ROT20150924,POINT (115.41667 -32),47,ROT20150924_47,35.546,1,2046.34,1,2330.3,1,,9,0.15,1,0.5,1,,0,0.07,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21873
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e6d,NRS,Rottnest Island,ROT20150924,2015-09-24,2015-09-24,-32,115.4167,19,ROT20150924,POINT (115.41667 -32),WC,ROT20150924_WC,,,,,,,,,,,,,,,,,,,,,,,2568,5,12005.5,1,9432.5,1,0.003,0.009,0.001,0,,,0.012,0,0.171,0.032,0,0.021,0.013,,0.006,0,0.016,0.002,0,0.195,0.024,0.032,0,0,0.023,0,0.033,0,0,0,0,0.004,0.007,0,0,0,0.01,0,0,0.005,0.031,0,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e6c,NRS,Rottnest Island,ROT20151022,2015-10-22,2015-10-22,-32,115.4167,17,ROT20151022,POINT (115.41667 -32),0,ROT20151022_0,35.614,1,2055.3,1,2334.96,1,,9,0.06,1,0.1,1,,0,0.06,1,1.4,1,,,,,,,,,,,0.004,0.007,0.003,0,,,0.008,0,0.139,0.028,0,0.011,0,,0,0,0.005,0.002,0,0.15,0.011,0.028,0,0,0.009,0,0.016,0,0,0,0,0.003,0,0,0,0,0.008,0,0,0.002,0.018,0,http://hdl.handle.net/102.100.100/21880
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e6b,NRS,Rottnest Island,ROT20151022,2015-10-22,2015-10-22,-32,115.4167,17,ROT20151022,POINT (115.41667 -32),10,ROT20151022_10,35.625,1,,9,,9,,9,0,6,0.1,1,,0,0.05,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21881
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e6a,NRS,Rottnest Island,ROT20151022,2015-10-22,2015-10-22,-32,115.4167,17,ROT20151022,POINT (115.41667 -32),20,ROT20151022_20,35.611,1,2046.97,1,2333.71,1,,9,0,6,0.2,1,,0,0.07,1,1.4,1,,,,,,,,,,,0.012,0.014,0.002,0.004,,,0.024,0,0.351,0.091,0,0.04,0.02,,0.01,0,0.015,0.004,0,0.365,0.014,0.091,0,0,0.026,0,0.057,0,0,0,0,0.012,0.007,0,0,0,0.027,0,0,0.011,0.019,0,http://hdl.handle.net/102.100.100/21882
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e69,NRS,Rottnest Island,ROT20151022,2015-10-22,2015-10-22,-32,115.4167,17,ROT20151022,POINT (115.41667 -32),30,ROT20151022_30,35.616,1,,9,,9,,9,0.06,1,0.2,1,,0,0.05,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21883
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e68,NRS,Rottnest Island,ROT20151022,2015-10-22,2015-10-22,-32,115.4167,17,ROT20151022,POINT (115.41667 -32),40,ROT20151022_40,35.622,1,2049.04,1,2335.11,1,,9,0.05,1,0.3,1,,0,0.06,1,1.4,1,,,,,,,,,,,0.01,0.011,0.003,0.002,,,0.024,0,0.289,0.073,0,0.03,0.014,,0.004,0,0.017,0.006,0,0.303,0.014,0.073,0,0,0.023,0,0.046,0,0,0,0,0.008,0.005,0,0,0,0.022,0,0,0.01,0.016,0,http://hdl.handle.net/102.100.100/21884
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e67,NRS,Rottnest Island,ROT20151022,2015-10-22,2015-10-22,-32,115.4167,17,ROT20151022,POINT (115.41667 -32),47,ROT20151022_47,35.615,1,2049.35,1,2335.75,1,,9,0.08,1,0.2,1,,0,0.06,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/21885
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e66,NRS,Rottnest Island,ROT20151022,2015-10-22,2015-10-22,-32,115.4167,17,ROT20151022,POINT (115.41667 -32),WC,ROT20151022_WC,,,,,,,,,,,,,,,,,,,,,,,6187,5,13463.5,1,13213,1,0.01,0.012,0.003,0.004,,,0.02,0,0.272,0.057,0,0.028,0.016,,0.009,0,0.018,0.004,0,0.284,0.012,0.057,0,0,0.021,0,0.048,0,0,0,0,0.006,0.007,0,0,0,0.018,0,0,0.008,0.015,0,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e65,NRS,Rottnest Island,ROT20151215,2015-12-15,2015-12-15,-32,115.4167,17.5,ROT20151215,POINT (115.41667 -32),0,ROT20151215_0,35.845,1,2040.17,1,2344.97,1,,9,0,6,0,6,,0,0,6,0.5,1,,,,,,,,,,,0,0.01,0.003,0.002,,,0.005,0,0.143,0.016,0,0.009,0.006,,0.009,0,0.007,0.002,0,0.143,0,0.016,0,0,0.014,0,0.013,0,0.004,0,0,0.003,0,0,0,0,0.004,0,0,0.002,0.031,0,http://hdl.handle.net/102.100.100/34169
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e64,NRS,Rottnest Island,ROT20151215,2015-12-15,2015-12-15,-32,115.4167,17.5,ROT20151215,POINT (115.41667 -32),10,ROT20151215_10,35.812,1,,9,,9,,9,0,6,0,6,,0,0,6,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34170
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e63,NRS,Rottnest Island,ROT20151215,2015-12-15,2015-12-15,-32,115.4167,17.5,ROT20151215,POINT (115.41667 -32),20,ROT20151215_20,35.863,1,2042.74,1,2343.77,1,,9,0,6,0,6,,0,0,6,0.8,1,,,,,,,,,,,0.021,0.018,0.003,0.008,,,0.038,0,0.454,0.085,0,0.059,0.047,,0.014,0,0.033,0.01,0,0.47,0.016,0.085,0,0,0.052,0,0.072,0,0,0,0,0.009,0.007,0,0,0,0.021,0,0,0.01,0.025,0,http://hdl.handle.net/102.100.100/34171
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e62,NRS,Rottnest Island,ROT20151215,2015-12-15,2015-12-15,-32,115.4167,17.5,ROT20151215,POINT (115.41667 -32),30,ROT20151215_30,35.688,1,,9,,9,,9,0.06,1,0.7,1,,0,0.08,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34172
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e61,NRS,Rottnest Island,ROT20151215,2015-12-15,2015-12-15,-32,115.4167,17.5,ROT20151215,POINT (115.41667 -32),40,ROT20151215_40,35.697,1,2074.5,1,2346.79,1,,9,0.08,1,0.7,1,,0,0.08,1,1.5,1,,,,,,,,,,,0.004,0.007,0,0,,,0.005,0,0.093,0.024,0,0.014,0.016,,0,0,0.005,0,0,0.116,0.023,0.028,0.004,0,0.025,0,0.018,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.012,0,http://hdl.handle.net/102.100.100/34173
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e60,NRS,Rottnest Island,ROT20151215,2015-12-15,2015-12-15,-32,115.4167,17.5,ROT20151215,POINT (115.41667 -32),47,ROT20151215_47,35.694,1,2071.78,1,2345.22,1,,9,0.06,1,0.8,1,,0,0.08,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34174
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e5f,NRS,Rottnest Island,ROT20151215,2015-12-15,2015-12-15,-32,115.4167,17.5,ROT20151215,POINT (115.41667 -32),WC,ROT20151215_WC,,,,,,,,,,,,,,,,,,,,,,,8197.5,5,13883,1,6568.5,1,0.003,0.007,0.002,0.004,,,0.016,0,0.146,0.025,0,0.018,0.019,,0.009,0,0.018,0.005,0,0.154,0.008,0.025,0,0,0.028,0,0.027,0,0,0,0,0.002,0.004,0,0,0,0.005,0,0,0.004,0.02,0,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e5e,NRS,Rottnest Island,ROT20160223,2016-02-23,2016-02-23,-32,115.4167,17,ROT20160223,POINT (115.41667 -32),0,ROT20160223_0,35.746,1,2048.7,1,2344,1,,9,0,6,0,6,,0,0,6,1.3,1,,,,,,,,,,,0,0.008,0,0.003,,,0.007,0,0.085,0.006,0,0.011,0.006,,0.006,0,0.008,0.002,0,0.107,0.022,0.006,0,0,0.015,0,0.015,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0.001,0.039,0,http://hdl.handle.net/102.100.100/34187
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e5d,NRS,Rottnest Island,ROT20160223,2016-02-23,2016-02-23,-32,115.4167,17,ROT20160223,POINT (115.41667 -32),10,ROT20160223_10,35.746,1,,9,,9,,9,0.06,1,0.1,1,,0,0.05,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34188
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e5c,NRS,Rottnest Island,ROT20160223,2016-02-23,2016-02-23,-32,115.4167,17,ROT20160223,POINT (115.41667 -32),20,ROT20160223_20,35.758,1,2050.26,1,2345.72,1,,9,,0,,0,,0,,0,,0,,,,,,,,,,,0,0.01,0.001,0.006,,,0.01,0,0.113,0.008,0,0.014,0.008,,0.007,0,0.015,0.006,0,0.134,0.021,0.008,0,0,0.018,0,0.022,0,0,0,0,0.001,0.002,0,0,0,0.001,0,0,0.002,0.041,0,http://hdl.handle.net/102.100.100/34189
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e5b,NRS,Rottnest Island,ROT20160223,2016-02-23,2016-02-23,-32,115.4167,17,ROT20160223,POINT (115.41667 -32),30,ROT20160223_30,35.788,1,,9,,9,,9,0.26,1,0.4,1,,0,0.07,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34190
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e5a,NRS,Rottnest Island,ROT20160223,2016-02-23,2016-02-23,-32,115.4167,17,ROT20160223,POINT (115.41667 -32),40,ROT20160223_40,35.797,1,2058.16,1,2342.24,1,,9,,0,,0,,0,,0,,0,,,,,,,,,,,0.003,0.019,0.002,0,,,0.016,0,0.478,0.046,0,0.072,0.04,,0.039,0,0.036,0.003,0,0.487,0.009,0.046,0,0,0.206,0,0.042,0,0,0,0,0.006,0.012,0,0,0,0.012,0,0,0.007,0.018,0,http://hdl.handle.net/102.100.100/34191
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e59,NRS,Rottnest Island,ROT20160223,2016-02-23,2016-02-23,-32,115.4167,17,ROT20160223,POINT (115.41667 -32),46,ROT20160223_46,35.789,1,2059.05,1,2343.52,1,,9,0.07,1,0.7,1,,0,0.06,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34192
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e58,NRS,Rottnest Island,ROT20160223,2016-02-23,2016-02-23,-32,115.4167,17,ROT20160223,POINT (115.41667 -32),WC,ROT20160223_WC,,,,,,,,,,,,,,,,,,,,,,,2121,5,33207.5,1,7349,1,0.001,0.009,0.001,0.004,,,0.012,0,0.211,0.023,0,0.028,0.019,,0.012,0,0.025,0.003,0,0.229,0.018,0.023,0,0,0.067,0,0.027,0,0,0,0,0.002,0.005,0,0,0,0.005,0,0,0.003,0.031,0,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e57,NRS,Rottnest Island,ROT20160324,2016-03-24,2016-03-24,-32,115.4167,16,ROT20160324,POINT (115.41667 -32),0,ROT20160324_0,35.759,1,2042.6,1,2345.9,1,222.1,1,0,6,0,6,,0,0,6,1.7,1,,,,,,,,,,,0.003,0.009,0.002,0.002,,,0.034,0,0.22,0.035,0,0.027,0.03,,0.005,0,0.025,0.003,0,0.246,0.026,0.035,0,0,0.02,0,0.055,0,0,0,0,0.002,0.003,0,0,0,0.006,0,0,0.004,0.022,0,http://hdl.handle.net/102.100.100/34175
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e56,NRS,Rottnest Island,ROT20160324,2016-03-24,2016-03-24,-32,115.4167,16,ROT20160324,POINT (115.41667 -32),10,ROT20160324_10,35.806,1,,9,,9,222.8,1,0.05,1,0,6,,0,0,6,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34176
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e55,NRS,Rottnest Island,ROT20160324,2016-03-24,2016-03-24,-32,115.4167,16,ROT20160324,POINT (115.41667 -32),20,ROT20160324_20,35.89,1,2062.17,1,2350.45,1,220.7,1,0,6,0.1,1,,0,0.05,1,1.1,1,,,,,,,,,,,0.007,0.017,0,0.005,,,0.041,0,0.349,0.058,0,0.046,0.043,,0.007,0,0.02,0,0,0.367,0.018,0.058,0,0,0.034,0,0.093,0,0,0,0,0.005,0.008,0,0,0,0.012,0,0,0.004,0.026,0,http://hdl.handle.net/102.100.100/34177
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e54,NRS,Rottnest Island,ROT20160324,2016-03-24,2016-03-24,-32,115.4167,16,ROT20160324,POINT (115.41667 -32),30,ROT20160324_30,35.891,1,,9,,9,219.3,1,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34178
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e53,NRS,Rottnest Island,ROT20160324,2016-03-24,2016-03-24,-32,115.4167,16,ROT20160324,POINT (115.41667 -32),40,ROT20160324_40,35.746,1,2064.91,1,2343.43,1,212.3,1,0.13,1,1.2,1,,0,0.12,1,1.7,1,,,,,,,,,,,0.002,0.014,0,0,,,0.035,0,0.206,0.032,0,0.019,0.007,,0,0,0.01,0,0,0.231,0.025,0.041,0.009,0,0.03,0,0.045,0,0,0,0,0.003,0.004,0,0,0,0.007,0,0,0.002,0.016,0,http://hdl.handle.net/102.100.100/34179
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e52,NRS,Rottnest Island,ROT20160324,2016-03-24,2016-03-24,-32,115.4167,16,ROT20160324,POINT (115.41667 -32),47,ROT20160324_47,35.732,1,2064.96,1,2342.21,1,212.5,1,0.1,1,1.1,1,,0,0.11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34180
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e51,NRS,Rottnest Island,ROT20160324,2016-03-24,2016-03-24,-32,115.4167,16,ROT20160324,POINT (115.41667 -32),WC,ROT20160324_WC,,,,,,,,,,,,,,,,,,,,,,,8066.5,5,18772,1,6232,1,0.005,0.009,0,0,,,0.033,0,0.197,0.032,0,0.032,0.031,,0.015,0,0.018,0.003,0,0.216,0.019,0.032,0,0,0.029,0,0.062,0,0,0,0,0.003,0.006,0,0,0,0.009,0,0,0.005,0.022,0,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e50,NRS,Rottnest Island,ROT20160413,2016-04-13,2016-04-13,-32,115.4167,16,ROT20160413,POINT (115.41667 -32),0,ROT20160413_0,35.763,1,2083.49,1,2351.63,1,225.1,1,,0,,0,,0,,0,,0,,,,,,,,,,,0.004,0.01,0.003,0.006,,,0.011,0,0.217,0.05,0,0.026,0.021,,0.049,0,0.012,0.003,0,0.236,0.019,0.05,0,0,0.058,0,0.014,0,0,0,0,0.006,0.006,0,0,0,0.015,0,0,0.004,0.037,0,http://hdl.handle.net/102.100.100/34163
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e4f,NRS,Rottnest Island,ROT20160413,2016-04-13,2016-04-13,-32,115.4167,16,ROT20160413,POINT (115.41667 -32),10,ROT20160413_10,35.782,1,,9,,9,224.2,1,0.07,1,0.1,1,,0,0,6,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34164
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e4e,NRS,Rottnest Island,ROT20160413,2016-04-13,2016-04-13,-32,115.4167,16,ROT20160413,POINT (115.41667 -32),20,ROT20160413_20,35.894,1,2065.73,1,2349.18,1,221,1,0.14,1,0,6,,0,0,6,1,1,,,,,,,,,,,0.005,0.02,0,0.004,,,0.025,0,0.499,0.088,0,0.066,0.066,,0.077,0,0.024,0.002,0,0.513,0.014,0.088,0,0,0.176,0,0.046,0,0,0,0,0.008,0.006,0,0,0,0.018,0,0,0.007,0.02,0,http://hdl.handle.net/102.100.100/34165
combined_bgc_data.fid-56e85a65_181a2fe105e_-1e4d,NRS,Rottnest Island,ROT20160413,2016-04-13,2016-04-13,-32,115.4167,16,ROT20160413,POINT (115.41667 -32),30,ROT20160413_30,36.117,1,,9,,9,216,1,0.21,1,0.2,1,,0,0.08,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34166
